node_id||type||coordinate||incoming_edge_id||outgoing_edge_id
42437654||traffic_light||(4355.12, 7697.41)||-384649121#0 195743208#1 464543615#2 ||-195743208#1 -464543615#2 496982023#0 5670803 
1659428714||priority||(2137.01, 2954.94)||-195743267#1 195743267#0 495946386#0 ||-195743267#0 195743267#1 495946386#1 
4145424858||right_before_left||(2091.29, 2980.94)||-195743267#2 -413201428 195743267#1 ||-195743267#1 195743267#2 413201428 
889585049||priority||(2084.19, 2984.98)||195743267#2 413201428 ||-195743267#2 -413201428 
1659428663||priority||(2157.73, 2943.51)||-195743271#1 195743271#0 495946399#0 ||-195743271#0 195743271#1 495946399#1 
42427411||right_before_left||(2212.76, 2914.05)||-195743271#0 22928102#2 46160404#13 ||-22928102#2 -46160404#13 195743271#0 
5475605304||right_before_left||(4596.89, 8147.59)||-569345545 195743344 ||-195743344 569345545 
42453604||traffic_light||(4801.72, 4594.92)||-195743554#2 195743554#1 25163419#5 ||-195743554#1 195743554#2 25163419#6 
cluster_1919595929_42455039_4544006773_4598752829_4598752847_4598752856_4598752866_4598752868||traffic_light||(4756.61, 4508.02)||-195743554#1 195745916#0 46201668#2 464803256#0 464803266#0 464803273#0 464803278#0 474054794#4 ||-195745916#0 -46201668#2 195743554#1 195745917#1 464803256#1 464803266#2 464803273#1 464803278#2 68325065#1 
cluster_4216045802_4216045849_4216045852_42434148||traffic_light||(5019.74, 5005.13)||-584971532#1 195743554#10 421863319#0 421863320#0 421863338#0 479642038#0 ||-195743554#10 421863319#1 421863320#1 421863338#1 584971532#1 
cluster_4216045795_4216045800_4216045808_4216055441_42434215||traffic_light||(4985.29, 4935.13)||-195743554#10 195743554#7 421863334#0 421863345#0 422249189#0 422249190#0 46582968#4 ||-195743554#7 195743554#10 421863334#1 421863345#1 422249189#1 422249190#1 46582968#7 
42437343||traffic_light||(4840.26, 4666.42)||-195743554#3 195743554#2 479642043#1 ||-195743554#2 195743554#3 479642043#2 
42455051||traffic_light||(4877.38, 4735.69)||-195743554#4 195743554#3 479642042#2 ||-195743554#3 195743554#4 479642042#3 
cluster_3316524008_42453175||traffic_light||(4915.57, 4806.3)||-195743554#6 195743554#4 25167430 324970107 5672187 ||-195743554#4 -324970107 195743554#6 
42444829||traffic_light||(4950.07, 4870.2)||-195743554#7 195743554#6 46608205#4 ||-195743554#6 195743554#7 46608205#5 
42432205||priority||(3456.98, 6151.46)||-195743555#1 195743555#0 5670941#2 ||-195743555#0 195743555#1 
42430828||traffic_light||(3488.82, 6084.77)||-195743555#0 196117091#2 497746842 525033953 ||-525033953 195743555#0 5669953#0 5671668#0 
42432208||traffic_light||(3431.7, 6205.9)||-611258687#0 195743555#1 480112476#1 ||-195743555#1 474635905#0 611258687#0 
42440792||priority||(4293.91, 3689.12)||-195745911#1 195745911#0 5672899#0 ||-195745911#0 195745911#1 5672899#1 
42440679||priority||(4358.29, 3664.66)||-195745911#0 446864091#6 46154291 ||-46154291 195745911#0 195745920 
cluster_42437967_42437990_4629488492_5863593964_5863593981_5863593984_5863596399||traffic_light||(4243.3, 3711.34)||-451954047#1 195745911#1 5670652#2 569451558#1 620640651#0 620640651#2 620640653#0 620640658#0 620640663#0 ||-195745911#1 110777346#1 451954046#0 451954047#1 620640651#1 620640651#3 620640653#1 620640658#1 620640663#1 
cluster_1919595924_42451604_4598752862||traffic_light||(4822.92, 4476.58)||-195745916#0 195745917#1 420351721#1 46201677#2 464803260 ||195745916#0 420351718 464803271#1 
1825739992||right_before_left||(3080.95, 6120.93)||-195834894#1 195834894#0 ||-195834894#0 195834893#0 195834894#1 
247402950||right_before_left||(3086.16, 6122.25)||-195834894#0 5673452 ||195834894#0 
42436149||traffic_light||(3032.11, 6123.22)||-543908289 195834894#1 46171876#17 ||-195834894#1 196117028#0 543908289 
cluster_3874650204_42453472||priority||(2755.56, 6119.27)||196116974#0 420522049#2 495536038 ||-196116974#0 420522049#3 495537454#1 
42459436||traffic_light||(2883.84, 6121.1)||-196116974#0 226193933#2 543908289 ||-543908289 196116974#0 226193933#3 
2821304137||traffic_light||(3000.7, 3468.1)||-196116978#1 196116978#0 391062195#1 ||-196116978#0 -482026799 196116978#1 25026344 
2821304136||traffic_light||(3039.88, 3532.19)||-196116978#0 196116979 588168462 ||-196116979 196116978#0 226040990#0 
cluster_1683645337_2821304138_4742692782_4742692784||traffic_light||(2962.14, 3413.31)||-587038049#1 196116978#1 533819089#0 533819091#0 533819091#2 587038050#0 ||-196116978#1 -587038050#0 533819083#1 533819089#1 533819091#1 587038049#1 
272195271||traffic_light||(3077.1, 3594.26)||-196116979 -275016228#3 275016228#2 420810619 ||-275016228#2 -420810619 196116979 275016228#3 
cluster_42454522_4597668031||traffic_light||(4879.98, 6782.61)||-196117051#1 -464683339#2 196117051#0 464683339#1 5672487#7 ||-196117051#0 -464683339#1 196117051#1 464683339#2 5672487#10 
cluster_42429888_4597668032||traffic_light||(4842.72, 6713.45)||-196117051#0 -428569470#1 -464683319 464683318 464683321 464683339#2 ||-464683318 -464683321 -464683339#2 196117051#0 428569470#0 464683319 
cluster_42446266_4597668030||traffic_light||(4917.1, 6851.52)||-196117051#2 -464683339#1 196117051#1 464683339#0 5671401#1 ||-196117051#1 -464683339#0 196117051#2 464683339#1 5671401#3 
cluster_42436748_4597668043||traffic_light||(4954.42, 6920.8)||-420514149#0 -464683339#0 196117051#2 226040993#5 464683341#1 ||-196117051#2 -464683341#1 420514148#1 420514149#0 464683339#0 
cluster_42446825_5815643298_5815643339_5836025491||priority||(2399.9, 3899.56)||-196117059#1 5671458#1 5671713#3 614901555#0 614901576#0 614901585#0 ||-5671713#3 196117045#1 196117059#1 614901555#1 614901576#1 614901585#1 
42430253||traffic_light||(3847.09, 6177.34)||196117073 496979224#0 5672434#1 ||-196117073 -5672434#1 496978510#0 
42439823||traffic_light||(3605.44, 6306.81)||-196117073 -196117074 496993765#1 ||196117073 196117074 196117091#0 
42435596||traffic_light||(3366.96, 6436.51)||-458106348 196117074 465098295 ||-196117074 194923811 458106348 
42454325||traffic_light||(2986.39, 6641.28)||-196117075#1 -5673605#0 196117075#0 ||-196117075#0 196117075#1 5673605#0 
2671667947||right_before_left||(2931.61, 6670.57)||-196117075#2 196117075#1 ||-196117075#1 196117075#2 261569316 
cluster_3874650225_3874650227_42454328||traffic_light||(2884.32, 6691.47)||196117075#2 22909136 384174885#0 495520676#0 ||-196117075#2 22897720#1 384174885#1 495520676#1 589494594 
cluster_5161246296_5161246301||traffic_light||(3962.86, 3870.67)||-464963297#0 19725512#1 420355081 531733213#0 531733222#1 ||-19725512#1 -420355081 464963297#0 531733213#1 531733222#2 
cluster_4506716195_4528918666||traffic_light||(3989.59, 3813.45)||-19725512#1 450807242#1 531511297#1 531546246 ||19725512#1 531511297#2 
4243266511||priority||(4192.51, 2443.86)||-20254339#1 20254339#0 ||-20254339#0 20254339#1 424975745 
1103953627||priority||(4180.91, 2471.46)||-20254339#0 95163096#2 ||20254339#0 95163098 
214362644||priority||(4209.79, 2402.72)||20254339#1 221694586#1 ||-20254339#1 221694586#2 
5215015521||priority||(2267.8, 3305.04)||-205415837#1 205415837#0 538836212#1 ||-205415837#0 205415837#1 538836212#2 
246863885||priority||(2209.28, 3352.78)||-205415837#0 132500959#2 ||132500959#3 205415837#0 
3630219671||priority||(5963.71, 3569.48)||-206583328#1 206583328#0 357945895 ||-206583328#0 206583328#1 
592627485||priority||(6845.77, 3245.88)||-206583328#0 ||206583328#0 
486876695||priority||(5426.32, 3768.53)||206583328#1 ||-206583328#1 40338777#0 40338793#0 
42500009||priority||(5077.0, 2297.52)||-221605487#1 177127299#0 221605487#0 ||-221605487#0 177127299#1 221605487#1 
42503956||priority||(5074.63, 2195.41)||-221605487#0 ||221605487#0 
42469362||priority||(5081.7, 2372.89)||-221605487#2 221605487#1 23168586#0 ||-221605487#1 221605487#2 23168586#1 
598050834||priority||(5089.75, 2446.42)||-46819501 221605487#2 468016992 ||-221605487#2 468016990 46819501 
42499996||priority||(4333.59, 2319.03)||221694589 5678904 ||-221694589 23168582 
42472268||priority||(4250.78, 2320.39)||-221694589 46819913 524355736 ||-524355736 221694589 5676045 
42454401||traffic_light||(2681.54, 3496.4)||-222299238#1 -5672459 222299238#0 46171879#1 ||-222299238#0 222299238#1 5672459 
42453952||traffic_light||(2794.21, 3430.43)||-222299238#0 46116329#1 5672377#4 ||-46116329#1 222299238#0 222299277 
272194254||priority||(2629.04, 3527.48)||-222299238#2 222299238#1 413045905 46171884#1 ||-222299238#1 -413045905 222299238#2 
42459493||priority||(2567.51, 3563.18)||-222299238#3 -5673610 222299238#2 ||-222299238#2 222299238#3 5673610 
5815248551||priority||(2488.11, 3609.68)||-222299238#4 222299238#3 614855504 ||-222299238#3 222299238#4 614855498#1 
42453398||priority||(2475.91, 3616.82)||222299238#4 438900013#1 ||-222299238#4 438900013#2 
42428385||traffic_light||(2848.18, 3226.83)||-222299275#2 222299275#1 541345307#1 ||-222299275#1 222299275#2 541345307#2 
42428368||traffic_light||(2608.86, 2842.77)||-222299275#11 222299275#10 5671436#9 ||-222299275#10 222299275#11 
42428370||traffic_light||(2629.76, 2877.93)||-222299275#10 222299275#9 524704509#0 ||-222299275#9 222299275#10 524704509#1 5672361 
42428366||traffic_light||(2562.33, 2766.2)||-222299275#12 222299275#11 5673205#1 ||-222299275#11 222299275#12 37890351#0 
42428365||traffic_light||(2501.56, 2666.08)||-222299275#13 -5669745#0 222299275#12 ||-222299275#12 222299275#13 5669745#0 5672146#0 
4876543171||priority||(2496.48, 2660.93)||-222299275#14 222299275#13 495935030#0 ||-222299275#13 222299275#14 495935030#1 
42428355||right_before_left||(2439.76, 2568.43)||-222299275#15 222299275#14 ||-222299275#14 109337497#0 222299275#15 
42428346||priority||(2425.06, 2534.29)||-222299275#16 222299275#15 495933374#0 ||-222299275#15 222299275#16 495933374#1 
cluster_2012177085_4145586932_42428345_588546891||traffic_light||(2413.8, 2523.95)||222299275#16 413212450#2 420888146#1 44165018 495908506#0 ||-222299275#16 -413212450#2 195743137#1 495908506#2 495933378#1 
cluster_42428377_42428379||traffic_light||(2811.2, 3169.01)||-222299275#4 222299275#2 ||-222299275#2 222299275#4 5670877#0 5673211 
42428376||traffic_light||(2771.4, 3105.95)||-222299275#5 222299275#4 46154327#3 ||-222299275#4 222299275#5 5670668 
42422042||traffic_light||(2725.42, 3033.04)||-222299275#6 222299275#5 460624363 ||-222299275#5 -460624363 222299275#6 46160330#0 
42428374||traffic_light||(2700.19, 2993.13)||-222299275#7 -5670267#1 222299275#6 5670267#0 ||-222299275#6 -5670267#0 222299275#7 5670267#1 
42428373||priority||(2686.19, 2970.21)||-222299275#8 222299275#7 46171907 ||-222299275#7 222299275#8 
42428371||traffic_light||(2666.85, 2938.02)||-222299275#9 222299275#8 46154338#5 ||-222299275#8 222299275#9 
42445417||traffic_light||(5657.15, 6632.67)||-222299276#2 222299276#0 439933942 ||-222299276#0 222299276#1 226040994#0 
42436756||traffic_light||(5619.62, 6561.79)||-222299276#0 -5671701 438384743 ||-438384743 222299276#0 5670485 5671701 
3839412209||traffic_light||(5711.25, 6732.26)||-222299276#3 222299276#1 385000491 ||-222299276#2 222299276#3 
3871072002||priority||(5744.93, 6795.09)||-222299276#4 -383790595#0 222299276#3 ||-222299276#3 222299276#4 383790595#0 
cluster_3833447070_3928841145_42453187||traffic_light||(5762.27, 6834.69)||-222299276#7 -5672190#1 222299276#4 229904064#84 602266745 ||-222299276#4 222299276#6 229904064#85 5672190#1 
4290991593||priority||(5984.15, 6901.92)||-226015248#1 -226193916#0 429898273#1 ||-226015248#0 226015248#1 429898273#2 
4273797605||priority||(5982.51, 6926.12)||-226015248#0 -226193916#1 428252314#0 ||-226193916#0 226193916#1 428252314#1 
2348688826||priority||(5965.5, 6862.14)||-226015248#2 226015248#1 429897361#0 ||-226015248#1 226015248#2 429897361#1 
3727763741||priority||(5954.59, 6853.28)||-368939313 226015248#2 368939314#2 ||-226015248#2 134484066#0 368939313 
cluster_42431629_5815643280||priority||(2435.72, 3965.64)||-584971513 196117045#1 226040985#1 614901562#0 ||-226040985#1 584971513 614901562#1 
4872753345||priority||(2539.78, 3910.27)||-226040986#1 421832642 495535791#0 ||-226040986#0 226040986#1 495535791#1 
5129051729||priority||(5894.78, 7407.88)||-226041003#1 -527611412 226041003#0 ||-226041003#0 226041003#1 527611412 
42442935||traffic_light||(5833.36, 7440.71)||-226041003#0 -420901686#0 226041005#6 420901672 ||-420901673 226041003#0 420901686#0 
42453008||priority||(5904.54, 7402.66)||-226041003#2 -527611226 226041003#1 ||-226041003#1 226041003#2 527611226 5672483 
cluster_3569749100_3569749101_3569749102_3834459539_3834459548_42453011||traffic_light||(6028.84, 7334.72)||226041003#2 362786542#1 362786543#0 368938761#5 380098434#5 385106977#0 ||-226041003#2 362786542#2 362786543#2 368938761#8 380098434#8 385106977#1 
5043087530||priority||(4256.34, 3998.12)||-226041016#1 226041016#0 533820523#1 ||-226041016#0 226041016#1 516632110#1 
42451660||traffic_light||(4188.47, 4024.28)||-226041016#0 40709929#2 ||-420354363 226041016#0 40709928#0 46348768 
42429643||traffic_light||(4262.51, 3995.75)||-226041016#2 127691872#2 226041016#1 ||-226041016#1 127691872#3 226041016#2 
5043087534||priority||(4267.69, 3993.76)||-226041016#3 226041016#2 533820520#0 ||-226041016#2 226041016#3 533820520#1 
5043084247||priority||(4321.09, 3973.19)||-226041016#4 226041016#3 516631886#0 ||-226041016#3 226041016#4 516631886#1 
cluster_3212472646_3212472853_42437962_42437996_5804809463||traffic_light||(4339.71, 3966.01)||-68668559#0 226041016#4 46139048#5 516631888#0 568305336#4 569451556#4 569451557#4 ||-226041016#4 46139048#6 516631888#1 524394634#0 568305336#5 569451556#5 68668559#0 
5215015524||priority||(2220.6, 3134.2)||-226193904#1 226193904#0 538836225#0 ||-226193904#0 226193904#1 538836225#1 
42437410||priority||(2131.68, 3161.58)||-351638330#0 226193904#1 351638330#2 ||-226193904#1 -351638330#2 351638330#3 
5215013204||priority||(2242.8, 3127.6)||-226193905#2 226193905#1 538836218#0 ||-226193905#1 226193905#2 538836218#1 
cluster_246866798_5813259914||traffic_light||(2327.46, 3105.25)||-226193905#1 -226193920#0 -431594701#0 385365055#2 46165816 ||-46165816 226193905#1 226193920#0 431594701#0 614573610#1 
2350521202||right_before_left||(3952.56, 3034.05)||-442439749#29 226193911 442439749#28 ||-226193911 -442439749#28 442439749#29 
cluster_2350521208_42437135_4382842398_588455857||traffic_light||(3943.33, 3056.88)||-226193911 -5671197#6 46224832#4 496947099#0 5671197#3 ||-5671197#3 226193911 46154324#0 496947099#1 5671197#6 
4412035601||priority||(5933.62, 6840.11)||-226193915#1 -443649237#2 226193915#0 443649237#1 ||-226193915#0 -443649237#1 226193915#1 443649237#2 
607932379||priority||(5910.53, 6710.72)||-226193915#0 -443649237#1 443649237#0 47796684#2 ||-443649237#0 -47796684#2 226193915#0 443649237#1 
607932382||right_before_left||(5943.89, 6842.66)||226193915#1 226193937 368939313 ||-226193915#1 -226193937 -368939313 
5215013203||priority||(2328.17, 3095.84)||-226193920#1 226193920#0 538836220#2 ||-226193920#0 226193920#1 614853317#0 
cluster_1659428547_246866788_3767711212_588593611||traffic_light||(2278.4, 2869.36)||-226193920#3 -22928102#1 226193920#1 495935039#2 614853315 ||-226193920#1 222299240#1 226193920#3 22928102#1 495935036#1 
5345057741||priority||(2231.73, 2732.94)||-226193920#4 226193920#3 525707999#2 ||-226193920#3 226193920#4 525707999#3 
5345063991||priority||(2228.5, 2717.14)||-226193920#5 226193920#4 553775904 ||-226193920#4 226193920#5 
1412700309||priority||(2208.75, 2646.98)||-226193920#6 127690692#1 226193920#5 ||-226193920#5 226193920#6 
1430380055||priority||(2184.92, 2560.59)||-226193920#7 226193920#6 495933399#1 ||-226193920#6 226193920#7 495933399#2 
cluster_246858654_246866793_246901366_4145434712_4876394048_587987721||traffic_light||(2182.28, 2557.13)||-226193920#8 -46160404#3 153232763#0 226193920#7 420888145 46116181#1 495933399#2 ||-226193920#7 153232763#1 226193920#8 420888141 46116170 46160404#3 495933388#1 5671140#0 
2350521104||priority||(2179.42, 2536.39)||-440255120#0 226193920#8 495920774#8 ||-226193920#8 226193906#0 440255122 
42444116||traffic_light||(4120.01, 3089.32)||-5671197#7 226193921 40879216#1 5671197#6 ||-226193921 -40879216#1 -5671197#6 5671197#7 
2350521210||right_before_left||(4122.54, 3065.07)||-226193921 -442439749#28 442439749#27 ||-442439749#27 226193921 442439749#28 
5836025486||priority||(2193.9, 3535.93)||-226193922#1 226193922#0 614901584#2 ||-226193922#0 226193922#1 614901584#3 
246863884||priority||(2239.35, 3506.73)||-226193922#0 132500959#1 ||108235826 132500959#2 226193922#0 
5815643271||priority||(2187.66, 3559.76)||-226193922#2 226193922#1 614901579#7 ||-226193922#1 226193922#2 614901579#8 
2350521220||priority||(2190.98, 3565.19)||226193922#2 46165809#1 ||-226193922#2 -46165809#1 
cluster_4145794842_4145794846_4156726384_42421951_42421965||traffic_light||(2962.54, 2381.01)||-46154337#0 226193923 32934362#1 413217631 413217632#1 414538900#2 ||-226193923 414538900#3 46154337#0 5668999#0 5671202#0 
2350521070||right_before_left||(2981.35, 2369.66)||-226193923 414549016#0 ||226193923 414549016#1 
4024169241||priority||(2469.51, 2263.79)||-399719632#0 226193924#1 399719635#1 ||-226193924#1 226193924#2 399719640#0 
cluster_2034011046_2350521050_279151954_3274291207_4024169244_4379778651||traffic_light||(2451.64, 2268.52)||-226193924#1 -320783775 -421831216#0 399717850#0 399719640#1 440255117 5669933#1 584971522#0 ||-440255117 -5669933#1 -584971522#0 226193908 226193924#1 320783775 399717850#1 421831216#0 
42444108||priority||(3701.14, 2976.56)||-5671197#2 -5672986#0 226193927 5671197#1 ||-226193927 -5671197#1 5671197#2 5672986#0 
2350521192||right_before_left||(3735.96, 2964.86)||-226193927 -442439749#30 442439749#29 ||-442439749#29 226193927 442439749#30 
4281671258||priority||(2263.0, 3243.62)||-226193928#2 226193928#1 571279374#1 ||-226193928#1 -571279374#1 226193928#2 
588455961||right_before_left||(3112.02, 2510.6)||-226193929#1 226193929#0 ||-226193929#0 226193929#1 371715446#0 
cluster_4156798789_42444230||traffic_light||(3088.08, 2491.14)||-226193929#0 46154337#3 524610938#2 ||-46154337#3 -524610938#2 226193929#0 414549015#0 
